State,District,Crop,Year,Season,Area,Production,Yield,Annual_Rainfall
Chhattisgarh,SURGUJA,Sannhamp,2017,Kharif,55.0,15.0,0.272727273,1124.4
Chhattisgarh,BALOD,Sesamum,2016,Kharif,196.0,77.0,0.392857143,1315.8
Chhattisgarh,BALOD,Sesamum,2017,Kharif,140.0,42.0,0.3,1124.4
Chhattisgarh,BALODA BAZAR,Sesamum,2016,Kharif,693.0,261.0,0.376623377,1315.8
Chhattisgarh,BALODA BAZAR,Sesamum,2017,Kharif,661.0,159.0,0.240544629,1124.4
Chhattisgarh,BALRAMPUR,Sesamum,2016,Kharif,3162.0,1184.0,0.374446553,1315.8
Chhattisgarh,BALRAMPUR,Sesamum,2017,Kharif,3011.0,863.0,0.286615742,1124.4
Chhattisgarh,BASTAR,Sesamum,2016,Kharif,204.0,106.0,0.519607843,1315.8
Chhattisgarh,BASTAR,Sesamum,2017,Kharif,127.0,52.0,0.409448819,1124.4
Chhattisgarh,BEMETARA,Sesamum,2016,Kharif,30.0,11.0,0.366666667,1315.8
Chhattisgarh,BEMETARA,Sesamum,2017,Kharif,32.0,10.0,0.3125,1124.4
Chhattisgarh,BIJAPUR,Sesamum,2016,Kharif,43.0,10.0,0.23255814,1315.8
Chhattisgarh,BIJAPUR,Sesamum,2017,Kharif,23.0,4.0,0.173913043,1124.4
Chhattisgarh,BILASPUR,Sesamum,2016,Kharif,457.0,188.0,0.411378556,1315.8
Chhattisgarh,BILASPUR,Sesamum,2017,Kharif,505.0,158.0,0.312871287,1124.4
Chhattisgarh,DANTEWADA,Sesamum,2016,Kharif,37.0,15.0,0.405405405,1315.8
Chhattisgarh,DANTEWADA,Sesamum,2017,Kharif,31.0,6.0,0.193548387,1124.4
Chhattisgarh,DHAMTARI,Sesamum,2016,Kharif,128.0,61.0,0.4765625,1315.8
Chhattisgarh,DHAMTARI,Sesamum,2017,Kharif,112.0,41.0,0.366071429,1124.4
Chhattisgarh,DURG,Sesamum,2016,Kharif,100.0,42.0,0.42,1315.8
Chhattisgarh,DURG,Sesamum,2017,Kharif,50.0,14.0,0.28,1124.4
Chhattisgarh,GARIYABAND,Sesamum,2016,Kharif,175.0,59.0,0.337142857,1315.8
Chhattisgarh,GARIYABAND,Sesamum,2017,Kharif,138.0,33.0,0.239130435,1124.4
Chhattisgarh,JANJGIR-CHAMPA,Sesamum,2016,Kharif,543.0,263.0,0.484346225,1315.8
Chhattisgarh,JANJGIR-CHAMPA,Sesamum,2017,Kharif,414.0,142.0,0.342995169,1124.4
Chhattisgarh,JASHPUR,Sesamum,2016,Kharif,221.0,82.0,0.371040724,1315.8
Chhattisgarh,JASHPUR,Sesamum,2017,Kharif,233.0,81.0,0.347639485,1124.4
Chhattisgarh,KABIRDHAM,Sesamum,2016,Kharif,483.0,127.0,0.262939959,1315.8
Chhattisgarh,KABIRDHAM,Sesamum,2017,Kharif,285.0,70.0,0.245614035,1124.4
Chhattisgarh,KANKER,Sesamum,2016,Kharif,702.0,463.0,0.65954416,1315.8
Chhattisgarh,KANKER,Sesamum,2017,Kharif,228.0,106.0,0.464912281,1124.4
Chhattisgarh,KONDAGAON,Sesamum,2016,Kharif,199.0,120.0,0.603015075,1315.8
Chhattisgarh,KONDAGAON,Sesamum,2017,Kharif,213.0,79.0,0.370892019,1124.4
Chhattisgarh,KORBA,Sesamum,2016,Kharif,1545.0,543.0,0.351456311,1315.8
Chhattisgarh,KORBA,Sesamum,2017,Kharif,1513.0,408.0,0.269662921,1124.4
Chhattisgarh,KOREA,Sesamum,2016,Kharif,1213.0,442.0,0.36438582,1315.8
Chhattisgarh,KOREA,Sesamum,2017,Kharif,1218.0,340.0,0.279146141,1124.4
Chhattisgarh,MAHASAMUND,Sesamum,2016,Kharif,373.0,162.0,0.434316354,1315.8
Chhattisgarh,MAHASAMUND,Sesamum,2017,Kharif,333.0,111.0,0.333333333,1124.4
Chhattisgarh,MUNGELI,Sesamum,2016,Kharif,53.0,22.0,0.41509434,1315.8
Chhattisgarh,MUNGELI,Sesamum,2017,Kharif,23.0,6.0,0.260869565,1124.4
Chhattisgarh,NARAYANPUR,Sesamum,2016,Kharif,24.0,10.0,0.416666667,1315.8
Chhattisgarh,NARAYANPUR,Sesamum,2017,Kharif,19.0,9.0,0.473684211,1124.4
Chhattisgarh,RAIGARH,Sesamum,2016,Kharif,2496.0,1334.0,0.534455128,1315.8
Chhattisgarh,RAIGARH,Sesamum,2017,Kharif,2489.0,988.0,0.396946565,1124.4
Chhattisgarh,RAIPUR,Sesamum,2016,Kharif,321.0,154.0,0.479750779,1315.8
Chhattisgarh,RAIPUR,Sesamum,2017,Kharif,273.0,86.0,0.315018315,1124.4
Chhattisgarh,RAJNANDGAON,Sesamum,2016,Kharif,1393.0,558.0,0.4005743,1315.8
Chhattisgarh,RAJNANDGAON,Sesamum,2017,Kharif,1378.0,378.0,0.274310595,1124.4
Chhattisgarh,SUKMA,Sesamum,2016,Kharif,1797.0,676.0,0.376182526,1315.8
Chhattisgarh,SUKMA,Sesamum,2017,Kharif,2056.0,504.0,0.245136187,1124.4
Chhattisgarh,SURAJPUR,Sesamum,2016,Kharif,1532.0,479.0,0.312663185,1315.8
Chhattisgarh,SURAJPUR,Sesamum,2017,Kharif,1500.0,433.0,0.288666667,1124.4
Chhattisgarh,SURGUJA,Sesamum,2016,Kharif,246.0,99.0,0.402439024,1315.8
Chhattisgarh,SURGUJA,Sesamum,2017,Kharif,250.0,72.0,0.288,1124.4
Chhattisgarh,BALOD,Small millets,2016,Kharif,724.0,226.0,0.312154696,1315.8
Chhattisgarh,BALOD,Small millets,2017,Kharif,304.0,52.0,0.171052632,1124.4
Chhattisgarh,BALODA BAZAR,Small millets,2016,Kharif,5561.0,1714.0,0.308217946,1315.8
Chhattisgarh,BALODA BAZAR,Small millets,2017,Kharif,37.0,6.0,0.162162162,1124.4
Chhattisgarh,BALRAMPUR,Small millets,2016,Kharif,10433.0,2943.0,0.28208569,1315.8
Chhattisgarh,BALRAMPUR,Small millets,2017,Kharif,3174.0,1551.0,0.488657845,1124.4
Chhattisgarh,BASTAR,Small millets,2016,Kharif,10133.0,3168.0,0.312641863,1315.8
Chhattisgarh,BASTAR,Small millets,2017,Kharif,10074.0,2414.0,0.239626762,1124.4
Chhattisgarh,BEMETARA,Small millets,2016,Kharif,58.0,17.0,0.293103448,1315.8
Chhattisgarh,BEMETARA,Small millets,2017,Kharif,8.0,23.0,2.875,1124.4
Chhattisgarh,BIJAPUR,Small millets,2016,Kharif,252.0,81.0,0.321428571,1315.8
Chhattisgarh,BIJAPUR,Small millets,2017,Kharif,164.0,28.0,0.170731707,1124.4
Chhattisgarh,BILASPUR,Small millets,2016,Kharif,1075.0,572.0,0.532093023,1315.8
Chhattisgarh,BILASPUR,Small millets,2017,Kharif,1035.0,388.0,0.374879227,1124.4
Chhattisgarh,DANTEWADA,Small millets,2016,Kharif,20579.0,4044.0,0.196511006,1315.8
Chhattisgarh,DANTEWADA,Small millets,2017,Kharif,19652.0,3333.0,0.169601058,1124.4
Chhattisgarh,DHAMTARI,Small millets,2016,Kharif,51.0,10.0,0.196078431,1315.8
Chhattisgarh,DHAMTARI,Small millets,2017,Kharif,6.0,1.0,0.166666667,1124.4
Chhattisgarh,DURG,Small millets,2016,Kharif,160.0,26.0,0.1625,1315.8
Chhattisgarh,DURG,Small millets,2017,Kharif,854.0,182.0,0.213114754,1124.4
Chhattisgarh,GARIYABAND,Small millets,2016,Kharif,198.0,41.0,0.207070707,1315.8
Chhattisgarh,GARIYABAND,Small millets,2017,Kharif,130.0,18.0,0.138461538,1124.4
Chhattisgarh,JANJGIR-CHAMPA,Small millets,2016,Kharif,28.0,5.0,0.178571429,1315.8
Chhattisgarh,JANJGIR-CHAMPA,Small millets,2017,Kharif,158.0,16.0,0.101265823,1124.4
Chhattisgarh,JASHPUR,Small millets,2016,Kharif,3037.0,1112.0,0.366150807,1315.8
Chhattisgarh,JASHPUR,Small millets,2017,Kharif,1820.0,820.0,0.450549451,1124.4
Chhattisgarh,KABIRDHAM,Small millets,2016,Kharif,6186.0,2454.0,0.396702231,1315.8
Chhattisgarh,KABIRDHAM,Small millets,2017,Kharif,6046.0,1804.0,0.298379094,1124.4
Chhattisgarh,KANKER,Small millets,2016,Kharif,9711.0,4969.0,0.511687777,1315.8
Chhattisgarh,KANKER,Small millets,2017,Kharif,8518.0,1530.0,0.179619629,1124.4
Chhattisgarh,KONDAGAON,Small millets,2016,Kharif,852.0,258.0,0.302816901,1315.8
Chhattisgarh,KONDAGAON,Small millets,2017,Kharif,785.0,173.0,0.220382166,1124.4
Chhattisgarh,KORBA,Small millets,2016,Kharif,1066.0,453.0,0.424953096,1315.8
Chhattisgarh,KORBA,Small millets,2017,Kharif,1052.0,345.0,0.327946768,1124.4
Chhattisgarh,KOREA,Small millets,2016,Kharif,6717.0,1945.0,0.289563793,1315.8
Chhattisgarh,KOREA,Small millets,2017,Kharif,5235.0,1464.0,0.27965616,1124.4
Chhattisgarh,MAHASAMUND,Small millets,2016,Kharif,87.0,21.0,0.24137931,1315.8
Chhattisgarh,MAHASAMUND,Small millets,2017,Kharif,110.0,19.0,0.172727273,1124.4
Chhattisgarh,MUNGELI,Small millets,2016,Kharif,365.0,181.0,0.495890411,1315.8
Chhattisgarh,MUNGELI,Small millets,2017,Kharif,98.0,27.0,0.275510204,1124.4
Chhattisgarh,NARAYANPUR,Small millets,2016,Kharif,2116.0,363.0,0.171550095,1315.8
Chhattisgarh,NARAYANPUR,Small millets,2017,Kharif,2045.0,385.0,0.188264059,1124.4
Chhattisgarh,RAIGARH,Small millets,2016,Kharif,104.0,46.0,0.442307692,1315.8
Chhattisgarh,RAIGARH,Small millets,2017,Kharif,34.0,11.0,0.323529412,1124.4
Chhattisgarh,RAJNANDGAON,Small millets,2016,Kharif,3842.0,1479.0,0.384955752,1315.8
Chhattisgarh,RAJNANDGAON,Small millets,2017,Kharif,4107.0,886.0,0.215729243,1124.4
Chhattisgarh,SUKMA,Small millets,2016,Kharif,12192.0,2372.0,0.194553806,1315.8
Chhattisgarh,SUKMA,Small millets,2017,Kharif,9457.0,2193.0,0.23189172,1124.4
Chhattisgarh,SURAJPUR,Small millets,2016,Kharif,5341.0,1308.0,0.244897959,1315.8
Chhattisgarh,SURAJPUR,Small millets,2017,Kharif,2257.0,939.0,0.41603899,1124.4
Chhattisgarh,SURGUJA,Small millets,2016,Kharif,3738.0,805.0,0.215355805,1315.8
Chhattisgarh,SURGUJA,Small millets,2017,Kharif,23.0,351.0,15.26086957,1124.4
Chhattisgarh,BALODA BAZAR,Soyabean,2016,Kharif,256.0,256.0,1.0,1315.8
Chhattisgarh,BALODA BAZAR,Soyabean,2017,Kharif,4.0,2.0,0.5,1124.4
Chhattisgarh,BALRAMPUR,Soyabean,2016,Kharif,100.0,792.0,7.92,1315.8
Chhattisgarh,BALRAMPUR,Soyabean,2017,Kharif,26.0,8.0,0.307692308,1124.4
Chhattisgarh,BEMETARA,Soyabean,2016,Kharif,29933.0,18480.0,0.617378813,1315.8
Chhattisgarh,BEMETARA,Soyabean,2017,Kharif,29385.0,6392.0,0.217525949,1124.4
Chhattisgarh,BILASPUR,Soyabean,2017,Kharif,58.0,27.0,0.465517241,1124.4
Chhattisgarh,DANTEWADA,Soyabean,2016,Kharif,8.0,8.0,1.0,1315.8
Chhattisgarh,DURG,Soyabean,2016,Kharif,5547.0,4654.0,0.839012079,1315.8
Chhattisgarh,DURG,Soyabean,2017,Kharif,3708.0,1475.0,0.397788565,1124.4
Chhattisgarh,JANJGIR-CHAMPA,Soyabean,2016,Kharif,14.0,15.0,1.071428571,1315.8
Chhattisgarh,JANJGIR-CHAMPA,Soyabean,2017,Kharif,14.0,6.0,0.428571429,1124.4
Chhattisgarh,JASHPUR,Soyabean,2016,Kharif,10.0,8.0,0.8,1315.8
Chhattisgarh,KABIRDHAM,Soyabean,2016,Kharif,29085.0,25089.0,0.862609593,1315.8
Chhattisgarh,KABIRDHAM,Soyabean,2017,Kharif,27694.0,8934.0,0.322596952,1124.4
Chhattisgarh,KANKER,Soyabean,2017,Kharif,21.0,8.0,0.380952381,1124.4
Chhattisgarh,KOREA,Soyabean,2016,Kharif,4.0,3.0,0.75,1315.8
Chhattisgarh,KOREA,Soyabean,2017,Kharif,3.0,1.0,0.333333333,1124.4
Chhattisgarh,MAHASAMUND,Soyabean,2016,Kharif,2.0,2.0,1.0,1315.8
Chhattisgarh,MUNGELI,Soyabean,2016,Kharif,5564.0,6902.0,1.240474479,1315.8
Chhattisgarh,MUNGELI,Soyabean,2017,Kharif,5837.0,2551.0,0.437039575,1124.4
Chhattisgarh,RAIGARH,Soyabean,2016,Kharif,3.0,2.0,0.666666667,1315.8
Chhattisgarh,RAIGARH,Soyabean,2017,Kharif,5.0,3.0,0.6,1124.4
Chhattisgarh,RAIPUR,Soyabean,2016,Kharif,123.0,167.0,1.357723577,1315.8
Chhattisgarh,RAIPUR,Soyabean,2017,Kharif,150.0,84.0,0.56,1124.4
Chhattisgarh,RAJNANDGAON,Soyabean,2016,Kharif,25581.0,19741.0,0.771705563,1315.8
Chhattisgarh,RAJNANDGAON,Soyabean,2017,Kharif,24644.0,10813.0,0.438768057,1124.4
Chhattisgarh,SURAJPUR,Soyabean,2016,Kharif,11.0,8.0,0.727272727,1315.8
Chhattisgarh,SURAJPUR,Soyabean,2017,Kharif,7.0,2.0,0.285714286,1124.4
Chhattisgarh,SURGUJA,Soyabean,2017,Kharif,4.0,1.0,0.25,1124.4
Chhattisgarh,BALOD,Sugarcane,2016,Whole Year,1004.0,714.0,0.711155378,1315.8
Chhattisgarh,BALOD,Sugarcane,2017,Whole Year,1402.0,1819.0,1.29743224,1124.4
Chhattisgarh,BALODA BAZAR,Sugarcane,2016,Whole Year,43.0,116.0,2.697674419,1315.8
Chhattisgarh,BALODA BAZAR,Sugarcane,2017,Whole Year,29.0,18.0,0.620689655,1124.4
Chhattisgarh,BALRAMPUR,Sugarcane,2016,Whole Year,318.0,289.0,0.908805031,1315.8
Chhattisgarh,BALRAMPUR,Sugarcane,2017,Whole Year,459.0,552.0,1.202614379,1124.4
Chhattisgarh,BASTAR,Sugarcane,2016,Whole Year,861.0,1919.0,2.228803717,1315.8
Chhattisgarh,BASTAR,Sugarcane,2017,Whole Year,682.0,1043.0,1.529325513,1124.4
Chhattisgarh,BEMETARA,Sugarcane,2016,Whole Year,2291.0,4508.0,1.967699694,1315.8
Chhattisgarh,BEMETARA,Sugarcane,2017,Whole Year,2176.0,15861.0,7.2890625,1124.4
Chhattisgarh,BILASPUR,Sugarcane,2016,Whole Year,47.0,133.0,2.829787234,1315.8
Chhattisgarh,BILASPUR,Sugarcane,2017,Whole Year,63.0,47.0,0.746031746,1124.4
Chhattisgarh,DHAMTARI,Sugarcane,2016,Whole Year,29.0,71.0,2.448275862,1315.8
Chhattisgarh,DHAMTARI,Sugarcane,2017,Whole Year,31.0,70.0,2.258064516,1124.4
Chhattisgarh,DURG,Sugarcane,2016,Whole Year,414.0,428.0,1.033816425,1315.8
Chhattisgarh,DURG,Sugarcane,2017,Whole Year,319.0,4.0,0.012539185,1124.4
Chhattisgarh,GARIYABAND,Sugarcane,2016,Whole Year,70.0,178.0,2.542857143,1315.8
Chhattisgarh,JANJGIR-CHAMPA,Sugarcane,2016,Whole Year,37.0,122.0,3.297297297,1315.8
Chhattisgarh,JANJGIR-CHAMPA,Sugarcane,2017,Whole Year,18.0,50.0,2.777777778,1124.4
Chhattisgarh,JASHPUR,Sugarcane,2016,Whole Year,104.0,271.0,2.605769231,1315.8
Chhattisgarh,JASHPUR,Sugarcane,2017,Whole Year,103.0,251.0,2.436893204,1124.4
Chhattisgarh,KABIRDHAM,Sugarcane,2016,Whole Year,20680.0,92960.0,4.49516441,1315.8
Chhattisgarh,KABIRDHAM,Sugarcane,2017,Whole Year,22247.0,25116.0,1.128961208,1124.4
Chhattisgarh,KANKER,Sugarcane,2017,Whole Year,11.0,11.0,1.0,1124.4
Chhattisgarh,KONDAGAON,Sugarcane,2016,Whole Year,24.0,30.0,1.25,1315.8
Chhattisgarh,KONDAGAON,Sugarcane,2017,Whole Year,24.0,40.0,1.666666667,1124.4
Chhattisgarh,MAHASAMUND,Sugarcane,2016,Whole Year,22.0,12.0,0.545454545,1315.8
Chhattisgarh,MAHASAMUND,Sugarcane,2017,Whole Year,5.0,6.0,1.2,1124.4
Chhattisgarh,MUNGELI,Sugarcane,2016,Whole Year,418.0,510.0,1.220095694,1315.8
Chhattisgarh,MUNGELI,Sugarcane,2017,Whole Year,1040.0,901.0,0.866346154,1124.4
Chhattisgarh,NARAYANPUR,Sugarcane,2016,Whole Year,2.0,3.0,1.5,1315.8
Chhattisgarh,NARAYANPUR,Sugarcane,2017,Whole Year,3.0,4.0,1.333333333,1124.4
Chhattisgarh,RAIGARH,Sugarcane,2016,Whole Year,435.0,680.0,1.563218391,1315.8
Chhattisgarh,RAIGARH,Sugarcane,2017,Whole Year,328.0,634.0,1.932926829,1124.4
Chhattisgarh,RAIPUR,Sugarcane,2016,Whole Year,177.0,309.0,1.745762712,1315.8
Chhattisgarh,RAIPUR,Sugarcane,2017,Whole Year,168.0,373.0,2.220238095,1124.4
Chhattisgarh,RAJNANDGAON,Sugarcane,2016,Whole Year,124.0,445.0,3.588709677,1315.8
Chhattisgarh,RAJNANDGAON,Sugarcane,2017,Whole Year,155.0,419.0,2.703225806,1124.4
Chhattisgarh,SUKMA,Sugarcane,2016,Whole Year,3.0,10.0,3.333333333,1315.8
Chhattisgarh,SURAJPUR,Sugarcane,2016,Whole Year,2236.0,3577.0,1.599731664,1315.8
Chhattisgarh,SURAJPUR,Sugarcane,2017,Whole Year,3567.0,12033.0,3.373423045,1124.4
Chhattisgarh,SURGUJA,Sugarcane,2016,Whole Year,2028.0,2298.0,1.133136095,1315.8
Chhattisgarh,SURGUJA,Sugarcane,2017,Whole Year,1970.0,4953.0,2.514213198,1124.4
Chhattisgarh,BALRAMPUR,Sunflower,2016,Kharif,2.0,1.0,0.5,1315.8
Chhattisgarh,KANKER,Sunflower,2016,Kharif,14.0,1.0,0.071428571,1315.8
Chhattisgarh,KANKER,Sunflower,2017,Kharif,11.0,1.0,0.090909091,1124.4
Chhattisgarh,KONDAGAON,Sunflower,2016,Kharif,12.0,1.0,0.083333333,1315.8
Chhattisgarh,KONDAGAON,Sunflower,2017,Kharif,37.0,3.0,0.081081081,1124.4
Chhattisgarh,SURAJPUR,Sunflower,2016,Kharif,10.0,2.0,0.2,1315.8
Chhattisgarh,SURAJPUR,Sunflower,2017,Kharif,2.0,1.0,0.5,1124.4
Chhattisgarh,SURGUJA,Sunflower,2016,Kharif,25.0,2.0,0.08,1315.8
Chhattisgarh,SURGUJA,Sunflower,2017,Kharif,23.0,2.0,0.086956522,1124.4
Chhattisgarh,BALOD,Sweet potato,2016,Whole Year,1.0,6.0,6.0,1315.8
Chhattisgarh,BALODA BAZAR,Sweet potato,2016,Whole Year,65.0,375.0,5.769230769,1315.8
Chhattisgarh,BALODA BAZAR,Sweet potato,2017,Whole Year,133.0,532.0,4.0,1124.4
Chhattisgarh,BALRAMPUR,Sweet potato,2016,Whole Year,339.0,1654.0,4.879056047,1315.8
Chhattisgarh,BALRAMPUR,Sweet potato,2017,Whole Year,517.0,2616.0,5.059961315,1124.4
Chhattisgarh,BASTAR,Sweet potato,2016,Whole Year,102.0,587.0,5.754901961,1315.8
Chhattisgarh,BASTAR,Sweet potato,2017,Whole Year,112.0,655.0,5.848214286,1124.4
Chhattisgarh,BEMETARA,Sweet potato,2016,Whole Year,15.0,87.0,5.8,1315.8
Chhattisgarh,BEMETARA,Sweet potato,2017,Whole Year,11.0,74.0,6.727272727,1124.4
Chhattisgarh,BIJAPUR,Sweet potato,2016,Whole Year,18.0,89.0,4.944444444,1315.8
Chhattisgarh,BIJAPUR,Sweet potato,2017,Whole Year,16.0,84.0,5.25,1124.4
Chhattisgarh,BILASPUR,Sweet potato,2016,Whole Year,59.0,447.0,7.576271186,1315.8
Chhattisgarh,BILASPUR,Sweet potato,2017,Whole Year,46.0,299.0,6.5,1124.4
Chhattisgarh,DANTEWADA,Sweet potato,2016,Whole Year,76.0,377.0,4.960526316,1315.8
Chhattisgarh,DANTEWADA,Sweet potato,2017,Whole Year,68.0,355.0,5.220588235,1124.4
Chhattisgarh,DHAMTARI,Sweet potato,2016,Whole Year,19.0,102.0,5.368421053,1315.8
Chhattisgarh,DHAMTARI,Sweet potato,2017,Whole Year,4.0,21.0,5.25,1124.4
Chhattisgarh,GARIYABAND,Sweet potato,2016,Whole Year,28.0,148.0,5.285714286,1315.8
Chhattisgarh,GARIYABAND,Sweet potato,2017,Whole Year,1.0,4.0,4.0,1124.4
Chhattisgarh,JANJGIR-CHAMPA,Sweet potato,2016,Whole Year,18.0,117.0,6.5,1315.8
Chhattisgarh,JANJGIR-CHAMPA,Sweet potato,2017,Whole Year,11.0,71.0,6.454545455,1124.4
Chhattisgarh,JASHPUR,Sweet potato,2016,Whole Year,332.0,1888.0,5.686746988,1315.8
Chhattisgarh,JASHPUR,Sweet potato,2017,Whole Year,334.0,1932.0,5.784431138,1124.4
Chhattisgarh,KANKER,Sweet potato,2016,Whole Year,89.0,434.0,4.876404494,1315.8
Chhattisgarh,KANKER,Sweet potato,2017,Whole Year,83.0,375.0,4.518072289,1124.4
Chhattisgarh,KONDAGAON,Sweet potato,2016,Whole Year,124.0,1121.0,9.040322581,1315.8
Chhattisgarh,KONDAGAON,Sweet potato,2017,Whole Year,134.0,1210.0,9.029850746,1124.4
Chhattisgarh,KORBA,Sweet potato,2016,Whole Year,98.0,637.0,6.5,1315.8
Chhattisgarh,KORBA,Sweet potato,2017,Whole Year,60.0,390.0,6.5,1124.4
Chhattisgarh,KOREA,Sweet potato,2016,Whole Year,174.0,645.0,3.706896552,1315.8
Chhattisgarh,KOREA,Sweet potato,2017,Whole Year,141.0,777.0,5.510638298,1124.4
Chhattisgarh,MAHASAMUND,Sweet potato,2017,Whole Year,3.0,16.0,5.333333333,1124.4
Chhattisgarh,MUNGELI,Sweet potato,2016,Whole Year,15.0,111.0,7.4,1315.8
Chhattisgarh,MUNGELI,Sweet potato,2017,Whole Year,15.0,85.0,5.666666667,1124.4
Chhattisgarh,NARAYANPUR,Sweet potato,2016,Whole Year,8.0,34.0,4.25,1315.8
Chhattisgarh,NARAYANPUR,Sweet potato,2017,Whole Year,10.0,52.0,5.2,1124.4
Chhattisgarh,RAIGARH,Sweet potato,2016,Whole Year,91.0,527.0,5.791208791,1315.8
Chhattisgarh,RAIGARH,Sweet potato,2017,Whole Year,87.0,528.0,6.068965517,1124.4
Chhattisgarh,RAIPUR,Sweet potato,2016,Whole Year,5.0,29.0,5.8,1315.8
Chhattisgarh,RAIPUR,Sweet potato,2017,Whole Year,2.0,12.0,6.0,1124.4
Chhattisgarh,RAJNANDGAON,Sweet potato,2016,Whole Year,30.0,205.0,6.833333333,1315.8
Chhattisgarh,RAJNANDGAON,Sweet potato,2017,Whole Year,23.0,157.0,6.826086957,1124.4
Chhattisgarh,SUKMA,Sweet potato,2016,Whole Year,46.0,228.0,4.956521739,1315.8
Chhattisgarh,SUKMA,Sweet potato,2017,Whole Year,46.0,184.0,4.0,1124.4
Chhattisgarh,SURAJPUR,Sweet potato,2016,Whole Year,424.0,2299.0,5.422169811,1315.8
Chhattisgarh,SURAJPUR,Sweet potato,2017,Whole Year,419.0,2650.0,6.324582339,1124.4
Chhattisgarh,SURGUJA,Sweet potato,2016,Whole Year,267.0,1351.0,5.059925094,1315.8
Chhattisgarh,SURGUJA,Sweet potato,2017,Whole Year,235.0,1359.0,5.782978723,1124.4
Chhattisgarh,BASTAR,Tobacco,2017,Whole Year,3.0,2.0,0.666666667,1124.4
Chhattisgarh,SURAJPUR,Tobacco,2016,Whole Year,5.0,3.0,0.6,1315.8
Chhattisgarh,SURAJPUR,Tobacco,2017,Whole Year,6.0,2.0,0.333333333,1124.4
Chhattisgarh,SURGUJA,Tobacco,2017,Whole Year,3.0,2.0,0.666666667,1124.4
Chhattisgarh,BALODA BAZAR,Turmeric,2016,Whole Year,33.0,51.0,1.545454545,1315.8
Chhattisgarh,BALODA BAZAR,Turmeric,2017,Whole Year,66.0,101.0,1.53030303,1124.4
Chhattisgarh,BALRAMPUR,Turmeric,2016,Whole Year,136.0,121.0,0.889705882,1315.8
Chhattisgarh,BALRAMPUR,Turmeric,2017,Whole Year,126.0,114.0,0.904761905,1124.4
Chhattisgarh,BASTAR,Turmeric,2016,Whole Year,116.0,102.0,0.879310345,1315.8
Chhattisgarh,BASTAR,Turmeric,2017,Whole Year,109.0,73.0,0.669724771,1124.4
Chhattisgarh,BEMETARA,Turmeric,2016,Whole Year,35.0,35.0,1.0,1315.8
Chhattisgarh,BEMETARA,Turmeric,2017,Whole Year,57.0,408.0,7.157894737,1124.4
Chhattisgarh,BIJAPUR,Turmeric,2016,Whole Year,12.0,8.0,0.666666667,1315.8
Chhattisgarh,BIJAPUR,Turmeric,2017,Whole Year,11.0,7.0,0.636363636,1124.4
Chhattisgarh,DANTEWADA,Turmeric,2016,Whole Year,62.0,49.0,0.790322581,1315.8
Chhattisgarh,DANTEWADA,Turmeric,2017,Whole Year,49.0,31.0,0.632653061,1124.4
Chhattisgarh,DHAMTARI,Turmeric,2016,Whole Year,2.0,3.0,1.5,1315.8
Chhattisgarh,JANJGIR-CHAMPA,Turmeric,2016,Whole Year,10.0,10.0,1.0,1315.8
Chhattisgarh,JANJGIR-CHAMPA,Turmeric,2017,Whole Year,5.0,5.0,1.0,1124.4
Chhattisgarh,JASHPUR,Turmeric,2016,Whole Year,80.0,57.0,0.7125,1315.8
Chhattisgarh,JASHPUR,Turmeric,2017,Whole Year,89.0,91.0,1.02247191,1124.4
Chhattisgarh,KANKER,Turmeric,2016,Whole Year,26.0,22.0,0.846153846,1315.8
Chhattisgarh,KANKER,Turmeric,2017,Whole Year,17.0,11.0,0.647058824,1124.4
Chhattisgarh,KONDAGAON,Turmeric,2016,Whole Year,51.0,75.0,1.470588235,1315.8
Chhattisgarh,KONDAGAON,Turmeric,2017,Whole Year,43.0,60.0,1.395348837,1124.4
Chhattisgarh,KORBA,Turmeric,2016,Whole Year,4.0,4.0,1.0,1315.8
Chhattisgarh,KORBA,Turmeric,2017,Whole Year,5.0,5.0,1.0,1124.4
Chhattisgarh,KOREA,Turmeric,2016,Whole Year,33.0,32.0,0.96969697,1315.8
Chhattisgarh,KOREA,Turmeric,2017,Whole Year,35.0,152.0,4.342857143,1124.4
Chhattisgarh,MAHASAMUND,Turmeric,2016,Whole Year,2.0,3.0,1.5,1315.8
Chhattisgarh,MAHASAMUND,Turmeric,2017,Whole Year,1.0,2.0,2.0,1124.4
Chhattisgarh,MUNGELI,Turmeric,2017,Whole Year,1.0,1.0,1.0,1124.4
Chhattisgarh,NARAYANPUR,Turmeric,2016,Whole Year,4.0,3.0,0.75,1315.8
Chhattisgarh,NARAYANPUR,Turmeric,2017,Whole Year,3.0,2.0,0.666666667,1124.4
Chhattisgarh,RAIGARH,Turmeric,2016,Whole Year,761.0,595.0,0.781865966,1315.8
Chhattisgarh,RAIGARH,Turmeric,2017,Whole Year,637.0,93.0,0.14599686,1124.4
Chhattisgarh,RAIPUR,Turmeric,2016,Whole Year,4.0,6.0,1.5,1315.8
Chhattisgarh,RAJNANDGAON,Turmeric,2017,Whole Year,12.0,14.0,1.166666667,1124.4
Chhattisgarh,SUKMA,Turmeric,2016,Whole Year,24.0,16.0,0.666666667,1315.8
Chhattisgarh,SUKMA,Turmeric,2017,Whole Year,30.0,20.0,0.666666667,1124.4
